IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.58.187.39,2052,0,false,ORD,North America,Chicago,223,0.00
15.156.197.8,2095,0,false,ORD,North America,Chicago,259,0.00
99.79.51.87,2087,0,false,ORD,North America,Chicago,262,0.00
15.156.197.64,8080,0,false,ORD,North America,Chicago,257,0.00
35.182.219.21,8080,0,false,ORD,North America,Chicago,278,0.00
15.157.66.83,2087,0,false,ORD,North America,Chicago,263,0.00
3.96.159.76,2086,0,false,ORD,North America,Chicago,260,0.00
15.157.67.174,2053,0,false,ORD,North America,Chicago,275,0.00
15.157.66.83,8080,0,false,ORD,North America,Chicago,240,0.00
35.183.34.14,2095,0,false,ORD,North America,Chicago,261,0.00
15.157.67.69,2053,0,false,ORD,North America,Chicago,274,0.00
35.183.34.14,2052,0,false,ORD,North America,Chicago,256,0.00
99.79.192.34,8880,0,false,ORD,North America,Chicago,265,0.00
99.79.51.87,8080,0,false,ORD,North America,Chicago,241,0.00
3.96.159.76,8080,0,false,ORD,North America,Chicago,261,0.00
15.156.197.8,2052,0,false,ORD,North America,Chicago,260,0.00
35.182.219.21,8880,0,false,ORD,North America,Chicago,263,0.00
3.20.227.145,2082,0,false,ORD,North America,Chicago,228,0.00
13.59.67.104,8080,0,false,ORD,North America,Chicago,242,0.00
99.79.192.34,8443,0,false,ORD,North America,Chicago,244,0.00
3.96.159.76,2096,0,false,ORD,North America,Chicago,261,0.00
15.156.197.8,2082,0,false,ORD,North America,Chicago,262,0.00
15.156.197.8,2096,0,false,ORD,North America,Chicago,272,0.00
3.23.98.55,2083,0,false,ORD,North America,Chicago,241,0.00
15.156.197.8,8880,0,false,ORD,North America,Chicago,281,0.00
99.79.192.34,2052,0,false,ORD,North America,Chicago,240,0.00
3.96.159.76,2095,0,false,ORD,North America,Chicago,259,0.00
35.183.34.14,8080,0,false,ORD,North America,Chicago,244,0.00
3.96.159.76,8443,0,false,ORD,North America,Chicago,243,0.00
3.96.190.161,8080,0,false,ORD,North America,Chicago,256,0.00
99.79.192.34,80,0,false,ORD,North America,Chicago,263,0.00
15.157.67.174,443,0,false,ORD,North America,Chicago,280,0.00
99.79.64.145,2086,0,false,ORD,North America,Chicago,258,0.00
99.79.51.87,2053,0,false,ORD,North America,Chicago,262,0.00
99.79.64.145,2087,0,false,ORD,North America,Chicago,256,0.00
99.79.192.34,2096,0,false,ORD,North America,Chicago,260,0.00
13.59.168.13,443,0,false,ORD,North America,Chicago,223,0.00
3.96.159.76,443,0,false,ORD,North America,Chicago,240,0.00
13.59.168.13,8443,0,false,ORD,North America,Chicago,227,0.00
15.222.4.217,2096,0,false,ORD,North America,Chicago,260,0.00
35.183.34.14,8880,0,false,ORD,North America,Chicago,262,0.00
13.59.168.13,2086,0,false,ORD,North America,Chicago,261,0.00
15.157.66.83,2095,0,false,ORD,North America,Chicago,255,0.00
15.157.66.83,2086,0,false,ORD,North America,Chicago,240,0.00
15.157.66.83,2082,0,false,ORD,North America,Chicago,280,0.00
13.58.142.1,80,0,false,ORD,North America,Chicago,259,0.00
35.183.34.14,2053,0,false,ORD,North America,Chicago,275,0.00
13.58.171.10,2082,0,false,ORD,North America,Chicago,246,0.00
13.208.172.79,2095,0,false,ORD,North America,Chicago,85,0.00
15.157.67.174,2086,0,false,ORD,North America,Chicago,242,0.00
35.182.219.21,2095,0,false,ORD,North America,Chicago,248,0.00
15.157.67.174,8443,0,false,ORD,North America,Chicago,260,0.00
99.79.64.145,2052,0,false,ORD,North America,Chicago,261,0.00
3.96.190.161,2086,0,false,ORD,North America,Chicago,278,0.00
99.79.64.145,80,0,false,ORD,North America,Chicago,246,0.00
99.79.64.145,2095,0,false,ORD,North America,Chicago,243,0.00
99.79.64.145,2082,0,false,ORD,North America,Chicago,260,0.00
15.222.4.217,2086,0,false,ORD,North America,Chicago,259,0.00
15.157.67.69,2083,0,false,ORD,North America,Chicago,275,0.00
15.157.66.83,2083,0,false,ORD,North America,Chicago,275,0.00
35.182.219.21,2083,0,false,ORD,North America,Chicago,244,0.00
35.183.34.14,2083,0,false,ORD,North America,Chicago,255,0.00
15.157.67.174,2083,0,false,ORD,North America,Chicago,240,0.00
13.208.172.79,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.172.79,2052,0,false,ORD,North America,Chicago,78,0.00
13.51.105.208,80,0,false,ARN,Europe,Stockholm,197,0.00
35.182.219.21,2082,0,false,ORD,North America,Chicago,242,0.00
13.208.172.79,2083,0,false,ORD,North America,Chicago,77,0.00
15.157.67.174,2096,0,false,ORD,North America,Chicago,262,0.00
15.157.67.69,2086,0,false,ORD,North America,Chicago,240,0.00
13.53.62.189,80,0,false,ARN,Europe,Stockholm,210,0.00
13.246.227.238,443,0,false,ORD,North America,Chicago,303,0.00
13.245.197.227,2096,0,false,ORD,North America,Chicago,307,0.00
13.246.42.214,2096,0,false,ORD,North America,Chicago,322,0.00
13.245.197.227,8880,0,false,ORD,North America,Chicago,312,0.00
13.245.230.60,443,0,false,ORD,North America,Chicago,331,0.00
13.245.171.98,8443,0,false,ORD,North America,Chicago,323,0.00
13.247.96.185,2082,0,false,ORD,North America,Chicago,318,0.00
13.245.138.79,2053,0,false,ORD,North America,Chicago,315,0.00
13.245.197.227,2053,0,false,ORD,North America,Chicago,306,0.00
13.244.151.107,443,0,false,ORD,North America,Chicago,331,0.00
13.244.151.107,2083,0,false,ORD,North America,Chicago,308,0.00
13.244.135.95,2086,0,false,ORD,North America,Chicago,303,0.00
13.51.14.7,80,0,false,ARN,Europe,Stockholm,185,0.00
13.245.108.150,443,0,false,ORD,North America,Chicago,300,0.00
13.244.135.155,2083,0,false,ORD,North America,Chicago,316,0.00
13.245.230.60,2087,0,false,ORD,North America,Chicago,300,0.00
13.245.237.18,2087,0,false,ORD,North America,Chicago,309,0.00
13.245.230.60,2082,0,false,ORD,North America,Chicago,314,0.00
13.245.138.79,8880,0,false,ORD,North America,Chicago,316,0.00
13.245.197.227,80,0,false,ORD,North America,Chicago,319,0.00
13.246.227.238,2095,0,false,ORD,North America,Chicago,323,0.00
13.245.29.142,2087,0,false,ORD,North America,Chicago,326,0.00
13.245.230.118,2083,0,false,ORD,North America,Chicago,309,0.00
13.245.197.227,443,0,false,ORD,North America,Chicago,307,0.00
13.245.138.79,2052,0,false,ORD,North America,Chicago,306,0.00
13.247.96.185,8443,0,false,ORD,North America,Chicago,306,0.00
13.244.109.164,443,0,false,ORD,North America,Chicago,314,0.00
13.245.138.79,2082,0,false,ORD,North America,Chicago,298,0.00
13.247.96.185,2052,0,false,ORD,North America,Chicago,301,0.00
13.245.171.98,8880,0,false,ORD,North America,Chicago,321,0.00
13.246.227.238,8880,0,false,ORD,North America,Chicago,300,0.00
13.246.44.25,2087,0,false,ORD,North America,Chicago,300,0.00
13.246.227.238,2086,0,false,ORD,North America,Chicago,308,0.00
13.247.67.27,2083,0,false,ORD,North America,Chicago,301,0.00
13.247.96.185,2096,0,false,ORD,North America,Chicago,306,0.00
13.244.104.215,2083,0,false,ORD,North America,Chicago,304,0.00
13.244.142.40,2082,0,false,ORD,North America,Chicago,310,0.00
13.247.96.185,2086,0,false,ORD,North America,Chicago,308,0.00
13.245.230.118,443,0,false,ORD,North America,Chicago,296,0.00
13.246.227.238,8443,0,false,ORD,North America,Chicago,317,0.00
13.245.230.118,2086,0,false,ORD,North America,Chicago,319,0.00
13.246.44.25,2086,0,false,ORD,North America,Chicago,309,0.00
13.244.142.40,8880,0,false,ORD,North America,Chicago,323,0.00
13.246.227.238,2087,0,false,ORD,North America,Chicago,314,0.00
13.244.104.215,8080,0,false,ORD,North America,Chicago,320,0.00
13.244.104.215,443,0,false,ORD,North America,Chicago,326,0.00
13.245.237.18,2086,0,false,ORD,North America,Chicago,311,0.00
13.246.240.4,8443,0,false,ORD,North America,Chicago,307,0.00
13.245.230.60,8080,0,false,ORD,North America,Chicago,308,0.00
13.245.171.98,2083,0,false,ORD,North America,Chicago,312,0.00
13.246.42.214,443,0,false,ORD,North America,Chicago,309,0.00
13.245.29.142,2053,0,false,ORD,North America,Chicago,332,0.00
13.245.237.18,8443,0,false,ORD,North America,Chicago,313,0.00
13.245.108.150,2087,0,false,ORD,North America,Chicago,317,0.00
13.244.135.155,2053,0,false,ORD,North America,Chicago,310,0.00
13.245.82.5,2095,0,false,ORD,North America,Chicago,313,0.00
13.244.120.227,80,0,false,ORD,North America,Chicago,322,0.00
13.247.98.20,2086,0,false,ORD,North America,Chicago,331,0.00
13.245.237.48,8880,0,false,ORD,North America,Chicago,307,0.00
13.245.230.118,80,0,false,ORD,North America,Chicago,298,0.00
13.244.104.215,2096,0,false,ORD,North America,Chicago,312,0.00
13.244.120.227,8443,0,false,ORD,North America,Chicago,303,0.00
13.245.171.98,2053,0,false,ORD,North America,Chicago,302,0.00
13.244.135.95,2053,0,false,ORD,North America,Chicago,322,0.00
13.244.109.164,2086,0,false,ORD,North America,Chicago,318,0.00
13.245.138.79,2096,0,false,ORD,North America,Chicago,329,0.00
13.244.120.227,8080,0,false,ORD,North America,Chicago,321,0.00
13.246.42.214,2082,0,false,ORD,North America,Chicago,308,0.00
13.246.44.25,2052,0,false,ORD,North America,Chicago,299,0.00
13.245.29.142,443,0,false,ORD,North America,Chicago,321,0.00
13.245.29.142,2086,0,false,ORD,North America,Chicago,298,0.00
13.246.44.25,8080,0,false,ORD,North America,Chicago,324,0.00
13.244.135.155,8080,0,false,ORD,North America,Chicago,325,0.00
13.246.42.214,8880,0,false,ORD,North America,Chicago,317,0.00
13.247.96.185,2053,0,false,ORD,North America,Chicago,300,0.00
13.245.108.150,2052,0,false,ORD,North America,Chicago,316,0.00
13.246.227.238,80,0,false,ORD,North America,Chicago,299,0.00
13.245.171.98,80,0,false,ORD,North America,Chicago,321,0.00
13.245.237.48,8443,0,false,ORD,North America,Chicago,327,0.00
13.247.96.185,8880,0,false,ORD,North America,Chicago,305,0.00
13.244.142.40,80,0,false,ORD,North America,Chicago,317,0.00
13.246.42.214,8443,0,false,ORD,North America,Chicago,330,0.00
13.245.237.48,2082,0,false,ORD,North America,Chicago,306,0.00
13.244.104.215,2095,0,false,ORD,North America,Chicago,320,0.00
13.246.42.214,2083,0,false,ORD,North America,Chicago,319,0.00
13.244.142.40,443,0,false,ORD,North America,Chicago,313,0.00
13.247.101.94,2083,0,false,ORD,North America,Chicago,301,0.00
13.245.108.150,2083,0,false,ORD,North America,Chicago,305,0.00
13.247.97.58,8880,0,false,ORD,North America,Chicago,315,0.00
13.247.62.71,2082,0,false,ORD,North America,Chicago,314,0.00
13.245.138.79,8080,0,false,ORD,North America,Chicago,328,0.00
13.245.230.60,2083,0,false,ORD,North America,Chicago,313,0.00
13.245.171.98,2052,0,false,ORD,North America,Chicago,315,0.00
13.247.97.58,443,0,false,ORD,North America,Chicago,309,0.00
13.246.44.25,2082,0,false,ORD,North America,Chicago,316,0.00
13.244.109.164,2053,0,false,ORD,North America,Chicago,326,0.00
13.245.237.48,2087,0,false,ORD,North America,Chicago,305,0.00
13.245.29.142,8080,0,false,ORD,North America,Chicago,304,0.00
13.247.97.58,2095,0,false,ORD,North America,Chicago,301,0.00
13.247.62.71,2096,0,false,ORD,North America,Chicago,313,0.00
13.247.97.58,2096,0,false,ORD,North America,Chicago,312,0.00
13.245.230.60,2052,0,false,ORD,North America,Chicago,311,0.00
13.245.171.98,2096,0,false,ORD,North America,Chicago,297,0.00
13.245.108.150,2096,0,false,ORD,North America,Chicago,301,0.00
13.244.142.40,2083,0,false,ORD,North America,Chicago,300,0.00
13.246.240.4,2086,0,false,ORD,North America,Chicago,300,0.00
13.245.171.98,8080,0,false,ORD,North America,Chicago,324,0.00
13.245.82.5,8880,0,false,ORD,North America,Chicago,318,0.00
13.245.171.98,2087,0,false,ORD,North America,Chicago,313,0.00
13.245.124.83,80,0,false,ORD,North America,Chicago,304,0.00
13.245.230.60,2095,0,false,ORD,North America,Chicago,331,0.00
13.244.135.95,2095,0,false,ORD,North America,Chicago,316,0.00
13.244.135.155,2086,0,false,ORD,North America,Chicago,307,0.00
13.244.109.164,8080,0,false,ORD,North America,Chicago,328,0.00
13.244.109.164,2087,0,false,ORD,North America,Chicago,303,0.00
13.244.104.215,2053,0,false,ORD,North America,Chicago,314,0.00
13.244.142.40,8443,0,false,ORD,North America,Chicago,302,0.00
13.244.135.155,2095,0,false,ORD,North America,Chicago,313,0.00
13.244.135.95,2052,0,false,ORD,North America,Chicago,307,0.00
13.244.135.95,8443,0,false,ORD,North America,Chicago,332,0.00
13.245.230.60,8880,0,false,ORD,North America,Chicago,307,0.00
13.244.104.215,8880,0,false,ORD,North America,Chicago,303,0.00
13.244.135.95,2082,0,false,ORD,North America,Chicago,304,0.00
13.245.108.150,2095,0,false,ORD,North America,Chicago,324,0.00
13.245.237.48,2052,0,false,ORD,North America,Chicago,315,0.00
13.244.142.40,2087,0,false,ORD,North America,Chicago,300,0.00
13.247.98.20,80,0,false,ORD,North America,Chicago,330,0.00
13.247.97.58,2086,0,false,ORD,North America,Chicago,318,0.00
13.247.97.58,2082,0,false,ORD,North America,Chicago,312,0.00
13.244.104.215,8443,0,false,ORD,North America,Chicago,302,0.00
13.245.197.227,2083,0,false,ORD,North America,Chicago,316,0.00
13.245.171.98,2086,0,false,ORD,North America,Chicago,326,0.00
13.244.142.40,8080,0,false,ORD,North America,Chicago,310,0.00
13.245.237.48,2083,0,false,ORD,North America,Chicago,312,0.00
13.245.108.150,2053,0,false,ORD,North America,Chicago,318,0.00
13.247.67.27,2052,0,false,ORD,North America,Chicago,314,0.00
13.247.98.20,2087,0,false,ORD,North America,Chicago,303,0.00
13.245.138.79,2095,0,false,ORD,North America,Chicago,302,0.00
13.244.135.155,8880,0,false,ORD,North America,Chicago,318,0.00
13.245.138.79,443,0,false,ORD,North America,Chicago,323,0.00
13.247.98.20,2083,0,false,ORD,North America,Chicago,302,0.00
13.245.230.60,80,0,false,ORD,North America,Chicago,308,0.00
13.245.29.142,8443,0,false,ORD,North America,Chicago,321,0.00
13.246.44.25,2095,0,false,ORD,North America,Chicago,328,0.00
13.245.171.98,2082,0,false,ORD,North America,Chicago,299,0.00
13.246.215.127,80,0,false,ORD,North America,Chicago,328,0.00
13.244.135.95,2087,0,false,ORD,North America,Chicago,326,0.00
13.245.138.79,8443,0,false,ORD,North America,Chicago,312,0.00
13.245.138.79,2086,0,false,ORD,North America,Chicago,317,0.00
13.244.109.164,8880,0,false,ORD,North America,Chicago,300,0.00
13.244.151.107,2095,0,false,ORD,North America,Chicago,326,0.00
13.244.135.95,443,0,false,ORD,North America,Chicago,308,0.00
13.247.96.185,2095,0,false,ORD,North America,Chicago,323,0.00
13.245.82.5,2083,0,false,ORD,North America,Chicago,312,0.00
13.244.104.215,2052,0,false,ORD,North America,Chicago,328,0.00
13.247.67.27,2053,0,false,ORD,North America,Chicago,309,0.00
13.245.237.48,443,0,false,ORD,North America,Chicago,304,0.00
13.244.151.107,80,0,false,ORD,North America,Chicago,300,0.00
13.245.237.48,80,0,false,ORD,North America,Chicago,297,0.00
13.246.227.238,2096,0,false,ORD,North America,Chicago,331,0.00
13.244.104.215,2082,0,false,ORD,North America,Chicago,321,0.00
13.244.104.215,80,0,false,ORD,North America,Chicago,314,0.00
13.244.135.155,2082,0,false,ORD,North America,Chicago,300,0.00
13.245.29.142,2082,0,false,ORD,North America,Chicago,308,0.00
13.245.108.150,8443,0,false,ORD,North America,Chicago,317,0.00
13.247.14.165,80,0,false,ORD,North America,Chicago,336,0.00
13.245.230.118,2082,0,false,ORD,North America,Chicago,315,0.00
13.245.82.5,8443,0,false,ORD,North America,Chicago,307,0.00
13.245.82.5,8080,0,false,ORD,North America,Chicago,297,0.00
13.244.109.164,2096,0,false,ORD,North America,Chicago,319,0.00
13.244.142.40,2096,0,false,ORD,North America,Chicago,310,0.00
13.245.197.227,2095,0,false,ORD,North America,Chicago,299,0.00
13.245.237.48,8080,0,false,ORD,North America,Chicago,304,0.00
13.247.97.58,2083,0,false,ORD,North America,Chicago,322,0.00
13.247.96.185,443,0,false,ORD,North America,Chicago,302,0.00
13.244.120.227,8880,0,false,ORD,North America,Chicago,302,0.00
13.247.98.20,2082,0,false,ORD,North America,Chicago,320,0.00
13.245.82.5,2087,0,false,ORD,North America,Chicago,307,0.00
13.247.67.27,2086,0,false,ORD,North America,Chicago,307,0.00
13.246.42.214,2087,0,false,ORD,North America,Chicago,307,0.00
13.245.230.60,2096,0,false,ORD,North America,Chicago,321,0.00
13.245.197.227,2086,0,false,ORD,North America,Chicago,318,0.00
13.247.97.58,8443,0,false,ORD,North America,Chicago,305,0.00
13.246.44.25,2096,0,false,ORD,North America,Chicago,306,0.00
13.245.230.118,8880,0,false,ORD,North America,Chicago,319,0.00
13.244.135.95,80,0,false,ORD,North America,Chicago,329,0.00
13.247.101.94,2095,0,false,ORD,North America,Chicago,303,0.00
13.245.82.5,443,0,false,ORD,North America,Chicago,303,0.00
13.246.240.4,2095,0,false,ORD,North America,Chicago,319,0.00
13.245.197.227,8443,0,false,ORD,North America,Chicago,308,0.00
13.247.62.71,2086,0,false,ORD,North America,Chicago,339,0.00
13.247.97.58,2087,0,false,ORD,North America,Chicago,315,0.00
13.245.171.98,2095,0,false,ORD,North America,Chicago,322,0.00
13.245.108.150,8880,0,false,ORD,North America,Chicago,310,0.00
13.245.29.142,2083,0,false,ORD,North America,Chicago,299,0.00
13.246.42.214,2052,0,false,ORD,North America,Chicago,312,0.00
13.244.142.40,2053,0,false,ORD,North America,Chicago,306,0.00
13.244.142.40,2095,0,false,ORD,North America,Chicago,319,0.00
13.244.135.95,2096,0,false,ORD,North America,Chicago,305,0.00
13.247.96.185,2083,0,false,ORD,North America,Chicago,306,0.00
13.244.151.107,2086,0,false,ORD,North America,Chicago,340,0.00
13.247.67.27,8880,0,false,ORD,North America,Chicago,316,0.00
13.244.104.215,2086,0,false,ORD,North America,Chicago,299,0.00
13.247.97.58,2053,0,false,ORD,North America,Chicago,320,0.00
13.246.227.238,2083,0,false,ORD,North America,Chicago,297,0.00
13.245.29.142,8880,0,false,ORD,North America,Chicago,304,0.00
13.244.151.107,2053,0,false,ORD,North America,Chicago,302,0.00
13.244.135.155,2087,0,false,ORD,North America,Chicago,309,0.00
13.245.138.79,2087,0,false,ORD,North America,Chicago,316,0.00
13.247.98.20,2096,0,false,ORD,North America,Chicago,304,0.00
13.245.82.5,2086,0,false,ORD,North America,Chicago,307,0.00
13.244.135.155,2096,0,false,ORD,North America,Chicago,320,0.00
13.245.230.118,2095,0,false,ORD,North America,Chicago,326,0.00
13.246.240.4,2053,0,false,ORD,North America,Chicago,317,0.00
13.245.82.5,2053,0,false,ORD,North America,Chicago,304,0.00
13.246.42.214,2053,0,false,ORD,North America,Chicago,323,0.00
13.246.227.238,2082,0,false,ORD,North America,Chicago,305,0.00
13.245.108.150,2082,0,false,ORD,North America,Chicago,315,0.00
13.245.230.118,8080,0,false,ORD,North America,Chicago,321,0.00
13.245.230.118,2053,0,false,ORD,North America,Chicago,317,0.00
13.246.227.238,2052,0,false,ORD,North America,Chicago,301,0.00
13.245.29.142,2052,0,false,ORD,North America,Chicago,323,0.00
