IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
185.16.110.121,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.64
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,10.64
206.238.237.220,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.64
216.221.213.172,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.64
47.236.88.181,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.63
192.0.54.148,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.63
176.124.223.83,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.63
140.99.233.88,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.62
204.93.210.57,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.62
62.72.166.52,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.62
160.123.255.8,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.62
167.68.5.184,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.62
77.37.33.143,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.61
160.123.255.151,2082,2082,false,SIN,Asia Pacific,Singapore,26,10.61
79.99.30.242,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.61
154.194.12.47,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.60
156.238.19.206,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.60
5.182.34.43,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.60
160.123.255.135,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.60
89.117.112.71,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.60
204.93.210.246,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.60
14.102.228.192,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.59
47.242.79.71,2082,2082,false,HKG,Asia Pacific,Hong Kong,69,10.59
156.229.48.0,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.59
160.123.255.252,2082,2082,false,SIN,Asia Pacific,Singapore,18,10.59
69.84.182.141,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.58
79.99.30.53,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.58
204.93.210.67,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.58
206.238.236.161,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.58
156.229.48.61,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.58
154.219.5.253,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.57
14.102.228.56,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.57
154.219.5.189,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.56
154.194.12.9,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.56
154.206.12.152,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.56
45.67.215.193,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.56
212.183.88.118,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.55
89.116.161.170,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.55
69.84.182.242,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.55
79.99.30.36,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.55
154.197.121.178,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.55
45.67.215.2,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.54
79.99.31.179,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.54
141.11.203.102,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.54
160.79.105.209,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.53
14.102.229.224,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.53
167.68.5.40,2082,2082,false,SIN,Asia Pacific,Singapore,26,10.53
154.219.5.116,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.53
167.68.11.3,2082,2082,false,SIN,Asia Pacific,Singapore,60,10.53
176.124.223.10,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.53
77.37.33.234,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.52
45.135.235.197,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.52
176.124.223.57,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.52
154.197.75.225,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.52
160.123.255.60,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.52
176.124.223.140,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.52
45.67.215.65,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.51
212.183.88.96,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.51
160.79.105.216,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.51
168.138.197.222,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.51
77.75.199.191,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.51
45.67.215.173,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.51
188.164.159.61,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.50
79.99.28.23,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.50
167.68.11.192,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.50
217.163.76.103,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.50
154.194.12.35,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.49
79.99.28.150,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.49
160.123.255.210,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.49
160.123.255.26,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.48
160.79.104.149,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.48
167.68.5.12,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.48
185.133.35.3,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.48
167.68.11.170,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.48
89.116.46.15,2082,2082,false,SIN,Asia Pacific,Singapore,13,10.48
156.238.19.9,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.48
8.222.145.164,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.47
66.81.247.208,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.47
188.164.158.25,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.47
192.200.160.232,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.47
8.209.246.24,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.47
77.75.199.90,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.47
79.99.29.52,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.47
45.67.215.244,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.47
192.200.160.104,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.47
160.79.104.47,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.47
160.79.105.242,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.46
156.238.18.159,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.46
185.133.35.75,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.45
156.238.19.126,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.45
69.84.182.240,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.45
154.197.75.142,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.45
63.141.128.248,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.45
77.37.33.108,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.44
185.133.35.247,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.44
104.129.167.37,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.44
154.219.5.142,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.44
188.164.158.136,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.44
154.194.12.253,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.44
104.129.164.94,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.44
206.238.236.230,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.43
192.200.160.8,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.43
212.183.88.68,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.43
167.68.5.217,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.43
160.123.255.73,2082,2082,false,SIN,Asia Pacific,Singapore,40,10.43
89.116.46.78,2082,2082,false,SIN,Asia Pacific,Singapore,35,10.43
188.164.158.198,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.43
194.76.18.78,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.43
8.222.248.188,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.42
79.99.29.80,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.42
206.238.236.212,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.42
160.79.105.113,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.42
194.76.18.253,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.42
212.183.88.0,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.42
8.219.171.6,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.41
14.102.228.139,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.41
104.129.167.24,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.41
194.76.18.87,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.41
158.224.90.133,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.40
194.76.18.153,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.40
89.116.46.131,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.40
63.141.128.12,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.40
93.113.175.124,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.40
79.99.31.105,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.39
156.238.18.141,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.39
79.99.29.16,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.39
154.194.12.240,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.39
79.99.28.51,2082,2082,false,SIN,Asia Pacific,Singapore,19,10.39
79.99.31.35,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.39
158.224.83.24,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.38
14.102.229.223,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.38
154.197.75.109,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.38
185.16.110.70,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.38
14.102.228.127,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.38
8.219.82.177,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.38
160.79.104.194,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.38
14.102.228.49,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.37
154.197.75.161,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.37
69.84.182.30,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.37
141.11.202.206,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.37
79.99.30.196,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.37
79.99.30.151,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.37
93.113.175.94,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.37
66.81.247.191,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.37
141.11.203.28,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.36
104.129.167.192,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.36
160.123.255.225,2082,2082,false,SIN,Asia Pacific,Singapore,17,10.36
154.206.12.39,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.36
154.206.12.184,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.36
154.219.5.173,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.36
212.183.88.238,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
194.76.18.148,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
154.206.12.234,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
204.93.210.76,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
79.99.28.198,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
62.72.166.54,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
204.93.210.125,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.35
14.102.228.2,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
204.93.210.41,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
160.79.104.36,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
206.238.237.149,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
185.133.35.13,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.35
156.238.19.226,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.35
185.133.35.31,2082,2082,false,SIN,Asia Pacific,Singapore,9,10.34
185.16.110.165,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.34
194.76.18.169,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.34
141.11.202.21,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.34
93.113.175.165,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.34
79.99.29.59,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.34
167.68.5.75,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.34
14.102.229.51,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.33
79.99.29.78,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.33
167.68.11.194,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.33
77.37.33.183,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.33
206.238.236.15,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.33
154.92.9.183,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.33
212.183.88.45,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.33
154.194.12.209,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.33
130.250.137.151,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.32
154.194.12.60,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.32
47.245.8.68,2082,2082,false,NRT,Asia Pacific,Tokyo,73,10.32
154.194.12.161,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.32
188.164.159.196,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.31
204.93.210.164,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.31
89.116.46.249,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.31
62.72.166.244,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.31
62.72.166.210,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.31
194.76.18.128,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.31
176.124.223.78,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.31
66.81.247.251,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.31
160.123.255.160,2082,2082,false,SIN,Asia Pacific,Singapore,30,10.30
141.11.203.113,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.30
204.93.210.159,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.30
104.129.164.159,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.30
47.236.97.111,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.30
204.93.210.244,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.29
185.133.35.39,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.29
14.102.228.165,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.29
188.164.159.180,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.29
160.123.255.219,2082,2082,false,SIN,Asia Pacific,Singapore,28,10.29
217.163.76.171,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.28
89.116.161.82,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.28
206.238.236.54,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.28
79.99.30.218,2082,2082,false,SIN,Asia Pacific,Singapore,18,10.28
188.164.159.232,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.28
89.116.46.84,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.28
79.99.29.197,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.28
45.135.235.17,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.28
188.164.158.195,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.28
167.68.5.203,2082,2082,false,SIN,Asia Pacific,Singapore,42,10.27
188.164.159.219,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.27
185.133.35.68,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.27
5.182.34.207,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.27
212.183.88.245,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.27
45.67.215.184,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.26
194.76.18.21,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.26
154.219.5.32,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.26
93.113.175.253,2082,2082,false,SIN,Asia Pacific,Singapore,37,10.26
206.238.236.13,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.26
204.93.210.201,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.25
14.102.229.217,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.25
66.81.247.159,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.25
45.67.215.129,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.25
156.238.19.54,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.25
212.183.88.65,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.25
188.164.158.175,2082,0,false,SIN,Asia Pacific,Singapore,1,10.25
194.76.18.131,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.25
66.81.247.143,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.24
160.79.105.45,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.24
89.116.46.167,2082,2082,false,SIN,Asia Pacific,Singapore,9,10.24
160.123.255.64,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.24
154.197.121.222,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.24
167.68.5.122,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.24
89.116.46.28,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.24
194.76.18.24,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.23
89.117.112.95,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.23
79.99.29.118,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.23
217.163.76.91,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.23
130.250.137.4,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.22
212.183.88.146,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.22
79.99.29.94,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.22
89.116.161.143,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.22
160.123.255.42,2082,2082,false,SIN,Asia Pacific,Singapore,23,10.22
198.62.62.44,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.22
77.37.33.206,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.21
62.72.166.135,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.21
14.102.229.47,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.21
160.123.255.156,2082,2082,false,SIN,Asia Pacific,Singapore,37,10.21
66.81.247.58,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.21
160.123.255.242,2082,2082,false,SIN,Asia Pacific,Singapore,20,10.21
104.129.165.215,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.21
204.93.210.86,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.21
93.113.175.102,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.21
198.62.62.140,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.20
160.79.104.137,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.19
185.16.110.44,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.19
154.197.75.137,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.19
176.124.223.137,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.19
45.67.215.109,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.19
217.163.76.181,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.19
141.11.203.92,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.19
154.219.5.107,2082,2082,false,SIN,Asia Pacific,Singapore,66,10.19
217.163.76.105,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.19
217.163.76.202,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.19
212.183.88.49,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.19
141.11.203.7,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.19
194.76.18.106,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.18
69.84.182.10,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.18
156.238.19.92,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.18
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.18
69.84.182.186,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.18
77.75.199.226,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.18
141.11.203.107,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.17
198.62.62.82,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.17
156.229.48.197,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.17
69.84.182.3,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.17
141.11.202.228,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.17
79.99.30.237,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.17
8.210.156.6,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,10.16
89.116.46.0,2082,2082,false,SIN,Asia Pacific,Singapore,17,10.16
63.141.128.225,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.16
104.129.167.228,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.16
167.68.5.191,2082,2082,false,SIN,Asia Pacific,Singapore,172,10.16
160.79.104.32,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.16
154.197.75.94,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.15
79.99.31.114,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.15
160.79.105.116,2082,2082,false,SIN,Asia Pacific,Singapore,0,10.15
77.75.199.156,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.15
79.99.28.53,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.14
194.76.18.94,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.14
89.116.46.176,2082,2082,false,SIN,Asia Pacific,Singapore,35,10.14
160.123.255.178,2082,2082,false,SIN,Asia Pacific,Singapore,38,10.14
217.163.76.162,2082,2082,false,SIN,Asia Pacific,Singapore,34,10.14
206.238.237.123,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.13
77.75.199.171,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.13
154.197.121.197,2082,2082,false,SIN,Asia Pacific,Singapore,35,10.13
167.68.5.92,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.13
138.2.2.199,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.13
160.79.105.193,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.13
160.123.255.183,2082,2082,false,SIN,Asia Pacific,Singapore,38,10.12
45.67.215.13,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.12
194.76.18.82,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.12
104.129.166.10,2082,0,false,SIN,Asia Pacific,Singapore,1,10.12
79.99.30.82,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.12
160.79.105.3,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.12
104.129.164.33,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.12
79.99.30.210,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.11
104.129.167.33,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.11
79.99.31.234,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.11
79.99.31.175,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.11
176.124.223.89,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.11
93.113.175.6,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.10
217.163.76.7,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.10
204.93.210.212,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.10
158.178.242.56,2082,2082,false,SIN,Asia Pacific,Singapore,3,10.10
79.99.30.14,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.10
156.238.19.161,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.10
154.197.75.6,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.10
185.133.35.94,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.10
188.164.159.108,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.10
62.72.166.137,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.09
154.194.12.228,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.09
185.133.35.251,2082,2082,false,SIN,Asia Pacific,Singapore,2,10.08
212.183.88.183,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.08
167.68.5.175,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.08
79.99.28.59,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.08
198.62.62.141,2082,2082,false,SIN,Asia Pacific,Singapore,1,10.08
167.68.5.89,2082,2082,false,SIN,Asia Pacific,Singapore,45,10.08
