IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
194.76.18.80,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.94
45.135.235.184,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.94
192.200.160.156,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.93
141.11.202.174,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.93
104.129.167.188,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.93
154.197.75.232,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.93
156.238.18.36,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.93
79.99.28.246,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.93
62.72.166.11,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.93
69.84.182.29,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.93
176.124.223.205,2082,2082,false,SIN,Asia Pacific,Singapore,31,6.93
89.116.46.233,2082,2082,false,SIN,Asia Pacific,Singapore,17,6.93
89.117.112.77,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.93
79.99.30.72,2082,2082,false,SIN,Asia Pacific,Singapore,30,6.93
160.79.104.130,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.92
141.11.203.89,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.92
154.197.121.106,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.91
141.11.202.25,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.91
47.237.23.162,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.91
45.67.215.138,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.91
154.194.12.179,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.91
79.99.28.44,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.91
185.16.110.133,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.90
156.238.18.73,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.90
79.99.31.163,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.90
89.117.112.126,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.90
154.219.5.198,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.90
194.76.18.59,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.90
154.197.75.246,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.90
206.238.236.118,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.90
156.229.48.27,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.89
89.116.161.236,2082,2082,false,SIN,Asia Pacific,Singapore,21,6.89
154.206.12.157,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.89
212.183.88.139,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.89
69.84.182.86,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.89
8.219.100.168,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.88
206.238.236.180,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.88
192.0.54.53,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.88
217.163.76.44,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.88
63.141.128.194,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.88
160.79.105.178,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.87
192.200.160.221,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.87
198.62.62.238,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.87
192.200.160.215,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.87
206.238.237.167,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.87
194.76.18.29,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.87
154.197.75.180,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.87
206.238.237.18,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.87
79.99.31.147,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.87
63.141.128.18,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.86
141.11.202.98,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.86
160.79.104.164,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.86
8.219.81.50,2082,2082,false,SIN,Asia Pacific,Singapore,14,6.86
79.99.29.103,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.85
185.133.35.165,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.85
176.124.223.153,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.85
212.183.88.3,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.85
79.99.30.98,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.85
104.129.166.122,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.85
217.163.76.204,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.85
141.11.202.188,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.85
206.238.236.26,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.85
45.67.215.106,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.84
79.99.30.139,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.84
89.116.161.169,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.84
217.163.76.58,2082,2082,false,SIN,Asia Pacific,Singapore,40,6.84
79.99.28.168,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.84
204.93.210.11,2082,2082,false,SIN,Asia Pacific,Singapore,15,6.84
156.229.48.101,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.84
5.182.34.176,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.84
160.79.104.184,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.84
192.200.160.10,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.84
176.124.223.126,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.83
79.99.28.236,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.83
192.200.160.139,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.83
176.124.223.120,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.83
45.67.215.38,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.83
156.229.48.138,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.82
66.81.247.10,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.82
154.194.12.75,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.82
141.11.203.71,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.82
154.219.5.249,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.82
160.123.255.165,2082,2082,false,SIN,Asia Pacific,Singapore,27,6.82
206.238.237.142,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.82
154.92.9.30,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.82
79.99.28.14,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.81
89.116.46.47,2082,2082,false,SIN,Asia Pacific,Singapore,14,6.81
167.68.5.225,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.81
141.11.202.199,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.81
45.67.215.28,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.80
160.123.255.224,2082,2082,false,SIN,Asia Pacific,Singapore,15,6.80
66.81.247.226,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.80
194.76.18.95,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.80
47.74.42.111,2082,2082,false,NRT,Asia Pacific,Tokyo,72,6.80
141.11.203.124,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.80
79.99.30.125,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.80
217.163.76.154,2082,2082,false,SIN,Asia Pacific,Singapore,17,6.79
47.76.49.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,6.79
167.68.11.81,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.79
167.68.11.245,2082,2082,false,SIN,Asia Pacific,Singapore,12,6.79
14.102.229.19,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.79
154.194.12.182,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.79
141.11.203.146,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.79
167.68.11.172,2082,2082,false,SIN,Asia Pacific,Singapore,25,6.78
89.117.112.6,2082,2082,false,SIN,Asia Pacific,Singapore,14,6.78
185.16.110.94,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.78
47.245.54.140,2082,2082,false,NRT,Asia Pacific,Tokyo,73,6.78
104.129.164.241,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.77
160.79.104.75,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.77
79.99.30.52,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.77
206.238.236.170,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.77
79.99.30.219,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.77
167.68.5.52,2082,2082,false,SIN,Asia Pacific,Singapore,17,6.77
45.135.235.56,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.77
89.116.46.160,2082,2082,false,SIN,Asia Pacific,Singapore,23,6.77
62.72.166.119,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.77
188.164.158.130,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.77
104.129.166.61,2082,2082,false,SIN,Asia Pacific,Singapore,24,6.77
154.194.12.114,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.76
167.68.5.62,2082,2082,false,SIN,Asia Pacific,Singapore,18,6.76
176.124.223.221,2082,2082,false,SIN,Asia Pacific,Singapore,31,6.76
185.133.35.48,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.76
154.219.5.66,2082,2082,false,SIN,Asia Pacific,Singapore,42,6.76
206.238.237.117,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.76
104.129.167.87,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.76
206.238.237.34,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.76
217.163.76.210,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.76
198.62.62.14,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.75
14.102.228.248,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.75
79.99.29.244,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.75
89.117.112.140,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.75
104.129.167.13,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.75
62.72.166.157,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.75
8.222.212.219,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.74
204.93.210.178,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.74
188.164.158.208,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.74
77.75.199.18,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.74
154.194.12.165,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.74
217.163.76.109,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.74
194.76.18.203,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.74
192.200.160.70,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.74
93.113.175.213,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.74
77.75.199.184,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.73
185.16.110.195,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.73
212.183.88.247,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.73
77.75.199.35,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.73
104.129.165.176,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.73
176.124.223.238,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.73
160.123.255.185,2082,2082,false,SIN,Asia Pacific,Singapore,7,6.73
79.99.28.103,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.73
93.113.175.166,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.72
79.99.31.84,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.72
176.124.223.67,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.72
141.11.203.186,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.72
45.135.235.53,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.72
45.67.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.72
66.81.247.123,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.72
47.236.119.253,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.72
79.99.30.222,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.71
206.238.237.8,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.71
154.92.9.111,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.71
45.67.215.225,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.71
206.238.236.178,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.71
204.93.210.91,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.71
140.99.233.27,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.71
89.117.112.171,2082,2082,false,SIN,Asia Pacific,Singapore,30,6.70
79.99.31.167,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.70
194.76.18.114,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.70
154.92.9.15,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.70
89.117.112.192,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.69
45.205.0.248,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.69
45.67.215.146,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.69
154.197.121.90,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.69
167.68.11.100,2082,2082,false,SIN,Asia Pacific,Singapore,12,6.69
77.37.33.51,2082,2082,false,SIN,Asia Pacific,Singapore,9,6.69
188.164.159.215,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.69
206.238.237.12,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.69
217.163.76.196,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.69
167.68.5.84,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.69
204.93.210.161,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.69
185.16.110.8,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.69
14.102.228.3,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.68
93.113.175.219,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.68
217.163.76.124,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.68
89.116.46.135,2082,2082,false,SIN,Asia Pacific,Singapore,25,6.68
204.93.210.27,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.68
167.68.11.154,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.68
192.200.160.223,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.68
154.92.9.48,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.68
154.92.9.97,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.68
104.129.166.197,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.68
154.219.5.73,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.67
176.124.223.51,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.67
212.183.88.187,2082,2082,false,SIN,Asia Pacific,Singapore,9,6.67
160.79.104.26,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.67
79.99.29.5,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.67
204.93.210.174,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.67
167.68.5.182,2082,2082,false,SIN,Asia Pacific,Singapore,150,6.67
217.163.76.0,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.67
93.113.175.84,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.67
79.99.28.91,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.67
62.72.166.120,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.66
206.238.236.255,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.66
160.79.105.103,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.66
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,6.66
212.183.88.133,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.66
140.99.233.134,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.66
104.129.166.133,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.66
206.238.236.87,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.66
104.129.166.164,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.66
167.68.11.223,2082,2082,false,SIN,Asia Pacific,Singapore,14,6.66
160.123.255.139,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.66
77.37.33.158,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.65
206.238.236.234,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.65
176.124.223.3,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.65
79.99.30.43,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.65
154.219.5.72,2082,2082,false,SIN,Asia Pacific,Singapore,6,6.65
79.99.29.28,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.65
204.93.210.8,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.65
5.182.34.155,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.64
154.219.5.112,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.64
63.141.128.103,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.63
79.99.28.33,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.63
14.102.228.90,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.63
141.11.203.205,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.63
77.37.33.153,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.62
77.75.199.149,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.62
204.93.210.160,2082,2082,false,SIN,Asia Pacific,Singapore,7,6.62
160.79.105.13,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.62
154.197.75.231,2082,2082,false,SIN,Asia Pacific,Singapore,9,6.62
206.238.236.45,2082,2082,false,SIN,Asia Pacific,Singapore,16,6.62
176.124.223.60,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.61
77.75.199.186,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.61
154.194.12.105,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.61
47.236.29.235,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.61
45.205.0.159,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.61
47.74.37.75,2082,2082,false,NRT,Asia Pacific,Tokyo,71,6.61
160.79.104.235,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.61
160.79.104.96,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.61
45.67.215.253,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.61
45.205.0.254,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.61
66.81.247.203,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.61
154.194.12.26,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.60
79.99.30.230,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.60
194.76.18.212,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.60
160.123.255.180,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.60
89.116.46.161,2082,2082,false,SIN,Asia Pacific,Singapore,38,6.60
79.99.28.251,2082,2082,false,SIN,Asia Pacific,Singapore,17,6.60
69.84.182.34,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.60
93.113.175.254,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.60
160.123.255.129,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.59
167.68.11.63,2082,2082,false,SIN,Asia Pacific,Singapore,448,6.59
154.194.12.243,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.59
79.99.28.228,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.59
204.93.210.109,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.59
185.16.110.86,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.59
47.245.8.185,2082,2082,false,NRT,Asia Pacific,Tokyo,75,6.59
217.163.76.145,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.59
79.99.29.221,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.59
63.141.128.219,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.59
185.133.35.108,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.59
160.79.105.188,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.58
206.238.237.49,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.58
69.84.182.47,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.58
141.11.202.16,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.58
167.68.5.151,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.58
154.219.5.91,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.58
192.200.160.209,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.58
77.75.199.221,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.58
154.92.9.199,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.57
79.99.31.254,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.57
156.238.19.58,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.57
204.93.210.167,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.57
192.200.160.219,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.57
192.200.160.242,2082,2082,false,SIN,Asia Pacific,Singapore,18,6.57
8.219.55.31,2082,2082,false,NRT,Asia Pacific,Tokyo,70,6.57
192.200.160.195,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.56
79.99.31.145,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.56
8.222.254.91,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.56
154.219.5.237,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
63.141.128.135,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.55
198.62.62.206,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
217.163.76.47,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
14.102.228.113,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
194.76.18.152,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
5.182.34.28,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
89.116.46.146,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.55
141.11.203.106,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
176.124.223.94,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
154.194.12.198,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.55
154.197.121.227,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.55
47.245.39.28,2082,2082,false,NRT,Asia Pacific,Tokyo,77,6.54
156.238.18.112,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.54
198.62.62.185,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.54
188.164.158.27,2082,2082,false,SIN,Asia Pacific,Singapore,8,6.54
167.68.11.41,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.54
45.135.235.128,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.54
8.219.63.193,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.54
79.99.31.200,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.54
217.163.76.209,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.54
79.99.30.180,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.53
167.68.11.149,2082,2082,false,SIN,Asia Pacific,Singapore,15,6.53
77.75.199.152,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.53
104.129.166.231,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.53
5.182.34.179,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.53
77.37.33.78,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.52
154.194.12.126,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.52
194.76.18.249,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.52
194.76.18.113,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
45.67.215.17,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.51
104.129.165.192,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
156.238.19.217,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
45.135.235.163,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
160.79.104.1,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
188.164.158.76,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
204.93.210.69,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
154.197.121.11,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
63.141.128.224,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
45.67.215.70,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.51
206.238.236.114,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.50
141.11.202.107,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.50
160.123.255.27,2082,2082,false,SIN,Asia Pacific,Singapore,25,6.50
217.163.76.59,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.50
141.11.202.125,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.50
212.183.88.119,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.50
156.238.19.8,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.50
77.75.199.25,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.50
69.84.182.218,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.50
160.123.255.71,2082,2082,false,SIN,Asia Pacific,Singapore,35,6.50
69.84.182.108,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.50
217.163.76.157,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.49
156.238.18.225,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.49
167.68.5.205,2082,2082,false,SIN,Asia Pacific,Singapore,118,6.49
160.79.105.199,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.49
185.133.35.56,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.49
192.200.160.43,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.49
141.11.203.195,2082,2082,false,SIN,Asia Pacific,Singapore,0,6.48
130.250.137.187,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.48
77.75.199.97,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.48
141.11.202.161,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.48
185.16.110.64,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.48
45.67.215.117,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.48
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,3,6.47
45.67.215.8,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.47
154.206.12.23,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.47
89.116.161.71,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.47
77.37.33.6,2082,2082,false,SIN,Asia Pacific,Singapore,10,6.47
204.93.210.181,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.47
14.102.228.79,2082,2082,false,SIN,Asia Pacific,Singapore,2,6.47
79.99.29.166,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.47
79.99.31.218,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.47
154.219.5.4,2082,2082,false,SIN,Asia Pacific,Singapore,7,6.47
79.99.31.141,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.47
77.37.33.208,2082,2082,false,SIN,Asia Pacific,Singapore,7,6.46
45.205.0.169,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.46
188.164.158.64,2082,2082,false,SIN,Asia Pacific,Singapore,1,6.46
